doc_id,lang,year,word_count,text,label,source
36700,en,2018,236,"This study seeks to assess the condition of tourist destinations in Likupang by examining both internal and external factors influencing the development of the Likupang tourism sector, as well as the associated strategic approaches. Employing a descriptive qualitative research design, the study utilized purposive sampling to select participants. Data collection involved both primary and secondary sources: primary data were gathered through interviews guided by a questionnaire, direct observations, group discussions, and documentation; the discussions were facilitated via Focus Group Discussion (FGD) sessions. Secondary data were obtained from various institutions, including the Central Bureau of Statistics and the North Minahasa District Office. The analysis was conducted using SWOT analysis alongside development strategy formulation. Findings reveal that the strategic position of Likupang’s tourism development is situated in Quadrant I of the SWOT matrix, indicating alignment between external opportunities and internal strengths. Specifically, the Internal Factor Analysis Summary (IFAS) yielded a score of 3.498, while the External Factor Analysis Summary (EFAS) scored 3.854. The study concludes that the development of the Likupang tourism area should focus on preserving the scenic beauty and environmental sustainability of the beaches and Marine Park. Additionally, it recommends enhancing infrastructure, particularly by ensuring reliable electricity, water supply, and internet connectivity. Moreover, expediting the construction of a new access road from the airport to Likupang to reduce travel time and distance is advised, alongside the establishment of a tourist information center to better serve visitors.",1,gpt-4.1-mini
43396,en,2017,491,"Health is the main capital of the nation's progress because every citizen of Indonesia isentitled to health services. Health problems for residents in the city as well as in ruralIndonesia are still a problem that still exists to this day. It can be seen from the number ofhealth programs that are implemented and continue to be developed has not run well,whether it is a new health program or health program results modification of the oldprogram. One program that has not reached the target as expected is delivery help. Almostthroughout Indonesia there are still many deliveries assisted by the village cultivators.II. The purpose of this research is to know the role of the village custodian to help pregnantmother give birth in Bailang Village, Bunaken Sub-district, Manado City.The method used by researchers is qualitative research. Researchers want to know theattitude of the community, family, pregnant women, especially the village culprit helpmothers give birth. As for this research take informant which is focus of this research is 5months pregnant mother 1 person, pregnant mother 7 month 1 person, pregnant mother 8month 1 person, mother giving birth by one of the villager cultivator, village culprit Train ,Midwife 1 person (as pengelolah program), family companion 1 person, Key informant whodomiciled in Kelurahan Bailang District Bunaken 1 person. The research has been conductedfor 2 months, starting from June to July 2017 in Bailang Village, Bunaken Sub-district,Manado City.Delivery aid by a non-medical health worker is performed by a person who is called a villageculprit, a prelim village culprit is a person who is considered skilled and trusted by thecommunity to help mother and child deliveries and care according to the needs of thecommunity. The community's belief in the skill of the village master is related to the culturalvalues of the local community. Usually the village culprit helps the delivery without regard tosafety, hygiene and mechanisms as it should be so that various complications can result indeath. Basically a village culprit, based on the belief of the local community or is a work thathas been passed down from generation to ancestor or family and usually have aged ± 40years and over. This research would like to highlight the social life of coastal communitieslearned from the existence of coastal communities in which it contains elements of theinstitutions. The theory used in this research is role theory.The results obtained cultural traditions of pregnant women based on hereditary culturesfrom parents to the generation of pregnant women have been accustomed and also thebelief to the village cultivator in taking the choice because pregnant women feel moreconfident to the village culprit in assisting labor using ritual (customs) in terms of sevenmonthlyprayer reads of pregnancy. The village cultivator can not assess the risks of veryyoung pregnant women and the age of high risk pregnant women. The village cultivator inhelping delivery has knowledge in terms of experience not based on education, becauseeducation is only a village cultivation graduates SR (Sekolah Rakyat / SD-level) and some areliterate.",0,jurnal unsrat
42630,en,2020,194,"This study seeks to deepen the understanding of the Ma'nene tradition, which represents a continuation of the Aluk Todolo solo' rites, subsequently adapted into a Christianized form of the Ma'nene practice. The research focuses on describing the process involved in the observance of Ma'nene—specifically, the ritual cleaning of ancestral remains—within the Toraja community, with a case study conducted in Tonga Riu Village, Sesean Suloara Subdistrict, North Toraja Regency. Employing a qualitative, descriptive research design, this study prioritizes a detailed depiction of the subject matter based on existing empirical data. Informants were selected using purposive sampling, deliberately chosen based on criteria ensuring their capability to provide relevant information pertinent to the research questions. Data collection methods comprised participant observation and interviews, supplemented by a literature review. The findings indicate that while the implementation process of Ma'nene shares substantial similarities, variations exist in the specific regulations governing the tradition. The function of the Aluk Todolo version of Ma'nene primarily involves seeking blessings from ancestral spirits, whereas the Christian adaptation of Ma'nene—embraced by both Aluk Todolo and Christian communities—primarily symbolizes an expression of affection and tribute to deceased family members.  

**Keywords:** Ma'nene, Tradition, Aluk Todolo, Rambu Solo'",1,gpt-4.1-mini
35763,en,2020,209,"This study seeks to examine the characteristics of farmers in the utilization of yard land in Otam (Induk) Village, Passi Barat District, Bolaang Mongondow Regency. The research was conducted over the period from September to November 2019. Sample selection was carried out purposively, focusing specifically on farmers who own plots of land. Both primary and secondary data sources were employed in this investigation. Primary data were gathered through interviews with 50 respondents, all of whom were land-owning farmers, while secondary data were obtained from the Otam Village Office. The analytical approach utilized descriptive analysis, incorporating tabular presentations and straightforward calculations. Findings reveal that yard land in Otam (Induk) Village is predominantly owned by farmers with an educational background up to junior high school. The yard areas are cultivated with a variety of plant types; notably, 40% of the plots are used to grow culinary spice plants, 16% for medicinal plants aimed at treating diseases, 24% for vegetables, and 20% for fruit plants. Medicinal plants identified include cat's whiskers, bitter, ginger, and turmeric. Culinary kitchen herbs consist of galangal, Chinese onions, kulaci (solation), and onion stems. The vegetable category comprises mustard greens, cabbage, carrots, tomatoes, leilem vegetables, and Japanese cucumbers. Fruit-bearing plants feature duku, avocado, langsa, soursop, durian, and mango.",1,gpt-4.1-mini
34650,en,2021,230,"THE USE OF PURPLE SWEET POTATO MEAL (Ipomea batas L) AS A FILLER ON SENSORIC CHARACTERISTIC OF CHICKEN SAUSAGE. This study aims to know how the use of purple sweet potato meal (Ipomoea batatas L) as filler on the sensory characteristic of chicken sausage. The materials used in this study were fresh chicken breast, purple sweet potato meal. The Design of research used in this study was Completely Randomized Design (RAL). The treatment of research were R1: adding purple sweet potato meal 10 g; R2: adding purple sweet potato meal 20 g; R3: adding purple sweet potato meal 30 g dan R4: adding purple sweet potato meal 40 g. The treatment were tested with sensoric test by 40 panelists. The variables measured in this study were color, aroma, texture, tenderness, taste. The data were analyzed using analysis of variance and then if there was a significant difference of treatment average, it will be continued with Duncan Multiple Range Test (DMRT). The results of this study showed that the addition of purple sweet potatoes to the treatment of R1, R2, R3 and R4 had a very significantly effect (P <0.01) on the color, aroma, texture, tenderness and taste of the sausage. It could be concluded that the addition of 40 gr of purple sweet potato meal in chicken sausage making provides good sensory properties.Keywords: sausage, purple sweet potato flour, sensory properties.",0,jurnal unsrat
34978,en,2014,191,"Field practice activities were conducted in the Laboratory of Nutrition and Fish Feed Technology, involving the process of carcass removal from shells. Additionally, the chemical composition analysis of Kijing Taiwan carcasses was performed at the Research and Industrial Standardization Institute of Manado. The objectives of the field practice included analyzing the proximate composition, vitamin C, calcium, and energy content of Kijing Taiwan carcasses in both wet and dry forms. Furthermore, the study aimed to provide scientific data regarding the nutrient content of Kijing Taiwan in these forms and to develop proficiency in operating laboratory instruments for proximate analysis of vitamin C, calcium, and energy.

The proximate analysis of Kijing Taiwan (Anodonta woodiana) carcasses in the wet condition revealed the following composition: protein 11.59%, moisture 80.66%, fat 0.26%, ash 3.06%, crude fiber 0.23%, carbohydrate 4.20%, energy 65.5 kcal, calcium 0.59%, and vitamin C 3.86 mg per 100 g. In contrast, the dry form exhibited protein content of 54.84%, moisture 12.18%, fat 4.08%, ash 14.92%, crude fiber 0.53%, carbohydrates 13.45%, energy 309.88 kcal, calcium 0.55%, and vitamin C 14.88 mg per 100 g.

Keywords: Carcass, Anodonta woodiana, proximate analysis, vitamin C, calcium, energy",1,gpt-4.1-mini
43449,en,2017,241,"ABSTRACT : Speaking of Indonesian state marine products, who does not know, so many marine products are owned byIndonesia, and it is of more concern to the current government to manage, develop and safeguard against the perpetrators.Not a few cases that we can see in the mass media, many of which have been handled by the Ministry, such as illegal fishingconducted by foreign ships that do not have permission. Why the marine sector is very important because in it live thevarious living things that become the characteristic or icon of an area.Banggai Sea has one of the sea ions that become Icon of the Regency. The sea products in question are Cardinal Fish fishthat only exist in Banggai Laut. As a county icon it is appropriate that the fish be protected from the perpetrators of thecrime. This is a major responsibility of the Government, especially the Fisheries Department in conducting moresupervision.This study aims in addition to knowing the extent to which the supervision has been done, is to assist the relevant agencieshow to make supervision of illegal fishing can be effective.The research method used in this research is qualitative descriptive method and data collection technique throughobservation, interview, and document study. Based on the results of existing research that the task of supervision has nowbeen taken over by the Povinsi Fishery Department, now the task of the District Office is limited to Coordination, to try, bethe provincial authority.Keyword : monitoring, illegal fishing",0,jurnal unsrat
41157,en,2021,238,"A high brand equity in a product or service will be increasingly difficult for competitors to match. Therefore, to compete in the market, the company or business that required to think creatively and implement new strategies to defeat the competitors. One form of marketing strategy that can give strong brand equity is a co-branding strategy. This study aims to analyze and gain a more comprehensive understanding of the influence of co-branding consist of reputation (X1), product fit (X2), trust (X3), attitude toward co-branding (X4), familiarity (X5) on brand equity (a case study of BNI Digital Branch Banking Café Mantos 3). The problems especially in the Covid-19 pandemic which requires several restrictions for business actors, this collaboration will automatically affect, especially to increase brand equity from the results of co-branding between BNI and Black Cup. The researcher conducted this research through quantitative methods. The Result of this study found that reputation, trust, familiarity has a significant positive effect on the brand equity of BNI Digital Branch Banking Café Mantos 3 while the product fit and attitude toward co-branding has a positive but not significant effect on the brand equity of BNI Digital Branch Banking Café Mantos 3 and the result of this study has also shown that the co-branding simultaneously has a positive and significant effect on brand equity of BNI Digital Branch Banking Café Mantos 3. Keywords: co-branding, reputation, product fit, trust, attitude toward co-branding, familiarity, brand equity",0,jurnal unsrat
34971,en,2013,242,"The aim of this study was to find out the effect of different organic fertilizers on the population growth of Chydorus sp. This research was conducted at Laboratorium of Nutrition and Food Technology, Faculty of Fishery and Marine Sciences, Sam Ratulangi University, from December, 2012 to January, 2013. The experiment was run in the Completely Randomized Design with 3 treatments and 3 replication. Chydorus sp. was cultured in 9 glass jars with a volume of 1 L each. Three treatments applied in this research included A: medium culture composed of 500ml of water and 50 grams of soil; B: medium culture composed of 500ml of water, 50 grams of soil and 10g of cow dung; C: medium culture composed of 500ml of water, 50 grams of soil and 10g of horse dung. The density of Cydorus sp. in each media was 10 individuals /500 ml water. Observation on the population growth, development of live preys, and water quality parameters was conducted for 20 days period. Data were statistically analized with Analysis of variance. The results showed the highest density of Chydorus sp. was reached by Chydorus cultured in medium with horse manure (2169 individual/500 ml), followed by medium culture with cow manure (1715 individual/500 ml), and the lowest in medium culture with soil which was 1065,33 individual/500 ml. However, Analysis of variances showed that Chydorus population growth were not significantly affected by different culture medium. Keywords: manure, liquid fertilizer, growth, Chydorus sp.",0,jurnal unsrat
38999,en,2015,205,"ABSTRACT

The present study, entitled ""Conjunctions in the Lyrics of the Songs by Mr. Big,"" examines the conjunctions utilized within the lyrics of the album *What If* by the band Mr. Big. Conjunctions, as functional grammatical elements, serve the purpose of linking words, phrases, clauses, and sentences. These connective devices are conventionally categorized into coordinate and subordinate conjunctions. This research aims to identify, analyze, and describe the conjunctions present in Mr. Big's song lyrics. Employing a descriptive methodological approach, the analysis is grounded in the theoretical frameworks proposed by Payne (2011) and Quirk and Greenbaum (1999). The findings reveal that the lyrics contain coordinate conjunctions such as *and*, *but*, *or*, and *for*, as well as subordinate conjunctions including *where*, *when*, *that*, *after*, *how*, *what*, *as far as*, *since*, and *cause*. Coordinate conjunctions function primarily to connect words, phrases, clauses, and sentences, whereas subordinate conjunctions serve to link clauses specifically. It is anticipated that this research will contribute to a deeper understanding of conjunctional usage in English and enhance students’ comprehension of both conjunctions and the lyrics of Mr. Big’s songs. The interpretations of the conjunctions align with the meanings delineated in the aforementioned linguistic theories.

Keywords: conjunctions, coordinate conjunctions, subordinate conjunctions, song lyrics, Mr. Big",1,gpt-4.1-mini
41375,en,2019,211,"Abstract: The health center is a functional organization that organizes comprehensive, integrated, equitable, acceptable and affordable health efforts, with active participation of the community and uses the results of the development of appropriate science and technology. Health Center as health service providers must be able to meet patient expectations and are required to always maintain trust and maintain patient satisfaction. The purpose of this study was to find out and analyze the factors that influence patient satisfaction at Danowudu Health Center in Bitung City. The type of this research is quantitative research with causal analysis by using multiple linear regression methods. Data collection using a questionnaire. The population of this study were patients who often visited the Danowudu Health Center, with a sample size of 100 respondents. Finding of this research shows that employee performance, service quality and facilities simultaneously influence customer satisfaction. The results also show that employee performance, service quality and facilities partially influence customer satisfaction. This research offered several recommendations for health center in carefully managing the patient satisfaction. For this reason, the Danowudu Health Center must maintain good employee performance, maintain service quality and maintain existing facilities in order to attract new patients and maintain existing patients. Keywords: customer satisfaction, employee performance, service quality, facilities, health center",0,jurnal unsrat
42719,en,2016,220,"Global influence is the main thing of the spread of the culture, the various cultures of the developed countries on the continent of Europe and America has existed in Indonesia. Not only Western culture, but the culture of developed countries in Asia today have crowded in consumption by Indonesia, one example of a culture that is currently massively use by Indonesian society is the culture south Korea, which was known as hallyu or Korean wave. Hallyu is quickly and surely come and stay into the Indonesian community life especially in the hearts of young people. With their products that are very simple but always full of innovations, hallyu has now becoming one of the youth culture in Indonesia. Iin several major cities in Indonesia hallyu's products became the most important thing of the young people, it is also entered in the city of Manado, hallyu or Korean wave has become one of the phenomena, which is the young people who are the nation's future is now using and adoring the product of outside, without thinking to use domestic products. This study aims to determine of how the hallyu's product consume by the young people in Manado and the reason that why Korean Wave has been choose by them to be consume massively than Indonesia products Keywords: hallyu, Korean Wave, Manado.",0,jurnal unsrat
39331,en,2015,223,"District of Airmadidi is one of North Minahasa District in the construction while the major project where the role of the community is expected to support the development programs that exist, one of which development planning. The purpose of this study was to determine the Community participation in activities musrenbang in villages / wards in District Airmadidi but in reality people's participation is still low recorded in the documents of Villages of the activities that brought the level of the District Musrenbang then District only a small portion can be realized. This is causing apathy and skepticism of some people to engage in Musrenbang. This study used qualitative research methods, by conducting interviews, observation and use of documents that are directly related, with a sample of two villages and two villages in the District Airmadidi. Results of research on the level of community participation in Development Planning Village / wards in District Airmadidi North Minahasa Regency, it can be concluded that there are differences in the participation of rural communities and communities that exist in the village where the people in the village a more pro-active in Musrenbang compared to existing communities in the Village District of Airmadidi that apathy toward musrenbang activities based on the information obtained through interviews in several informants in the village and village. Keywords: Community, Participation, Development Planning",0,jurnal unsrat
35151,en,2018,203,"Abstract Abstrac: Background: Internal and external factors influence motivation to hypertension patiens using facilitation at the Puskesmas Kotabangun. The people at Kobo Kecil village including age 30-55 year old on the survey result showed generally complain dizzyness, nausea and insomnia. not having a health insurance card has an impact on the lack of motivation to visit health facilities to check their blood pressure. Distance with health facilities impact to hypertension patients consumption herbal drugs.Aims: Identify the motivation of hypertensive patients to using health services at Puskesmas Kotabangun. Methods: This research using the design of quantitative research. Seventeen samples were recruited using purposive sampling strategy, using cross sectional. Some including age 30-55 year old, more than six month suffering from hypertension. Data was analyzed using Chi Square, with p value < 0,05. Result : there was significant relationship between factors of visit, distance to Puskesmas, insurance ownership and socio economic with motivation (p value less than alpha value of 0.05). While the attitude of health workers is not related to the lower motivation of patients seeking treatment at the Puskesmas Kotabangun. Conclusion : This findings describes hypertension patients have lower motivation to use health services at the Puskesmas Kotabangun Keywords : Motivation, Hypertension Patients",0,jurnal unsrat
43043,en,2021,159,"This study aimed to establish an evaluation framework for the direct cash assistance program implemented in Lansot Village, Kema District, North Minahasa. Employing a descriptive research design with a qualitative approach, data were gathered through interviews, observations, and the collection of relevant documents. The analysis was conducted using a qualitative method, guided by William N. Dunn’s approach as presented in *Introduction to Public Policy Analysis* (2003). The investigation revealed that the direct cash transfer program in Lansot Village has not been fully executed as intended; specifically, the allocation of assistance recipients has lacked both equity and accuracy. Findings indicate that while the program's overall evaluation demonstrates satisfactory performance in achieving its objectives—namely, the effective and efficient delivery of direct cash assistance and positive reception from the local community—the distribution process has not entirely reached all eligible beneficiaries. Several community members reported that despite meeting the eligibility criteria, they had not received the assistance.  
Keywords: Evaluation, Program, Direct Cash Assistance",1,gpt-4.1-mini
43820,en,2017,249,"Abstract: this research aims to know the implementation of the policyof retributionMarket Bersehati Subdistrict Detention Manado city. Thisstudy uses qualitative methods with selected informants consisted of Director of PD. The market townof Manado, head of Retribution PD. Manado City Market, Bersehati Market,Officer Coordinator/Billers Levy Bersehati Market, and Traders in the market Bersehati. Datacollection techniques used are interviews, observation and documentation. Qualitative datawereanalyzed with descriptive narrative supported by primary and secondary data.The results showed thatthe implementation of policies related Market levy Bersehati sub-district of Manado City Detention hasshown a fairly good results, in terms ofattitude, and the compliance officer in carrying out the policy. Thiscan be seen on the Apparatus involved in the implementation of the Bersehati sub-districtof Markets ballot levy arbitrary arrest city that transparency in carrying out the tasks and always refers tothe existing regulations. In addition the adequacy of manpower is already implementing a policy that is goodwith officers and employees of the PD marketManado city that exists in the market Bersehati. Similarly, thedecisions taken in case of problems or constraints in implementation is always good for the commongoodparty PD. Manado City Market or user community market. However for the benefit of employees andresponse against complaint merchants still showed a less good results. Similarly, the strategies used are alljust communication and sosialisai without any action even though the degree of change that's been good tobe achieved, namely repair and upgrading of infrastructure and quality of service. So consequently thetraders became feel aggrieved.Keywords: Implementation Of Policy, Market Levy",0,jurnal unsrat
39711,en,2013,315,"Abstract: Universal Precautions are prevention acts that must be done by all of the health workers to prevent the infection spreading from the patients or vice versa. The purpose of this research is to measure the overview of the implementation of universal precaution in Kolongan Community Health Center. The research method is surveillance descriptive research with Total Sampling method as the sample collecting method.There are (13.33%) of the respondents do not wash their hands appropriately with soap, (17.78%) do not wash their hands before doing medical examination to patients, (4.44%) do not wash their hands after doing medical examinations to patients, (2.22%) do not wash their hands if skin is contaminated with blood or body fluids, (6.67%) do not wear gloves anytime they may come in contact with blood or body fluids. There were (6.67%) do not always wear gloves when cleaning up blood and body fluids soiled objects and (17.78%) do not always use masks when doing medical examination to tuberculosis or other droplet diseases patients. We found out that (6.67%) and (8.89%) do not always disinfect the medical instruments before and after using and do not always clean up the medical instruments with flowing water and soap before and after using, (24.44%) do not always clean up the medical instruments that may not contaminated with pathogens, such as linen, wheel chairs, infuse pumps before and after using. Nevertheless, all of the respondents agreed that there are proper needles and sharps disposals, and all of the respondents always dispose all needles and other sharps promptly to each of their disposals, all of the respondents agreed that there are separated disposals for medical and non medical wastes, and all of the respondents always dispose the wastes properly to the separately disposals. Conclusion: in Kolongan Community Health Center, the overview of the implementation of universal precautions is good. Keywords: Universal Precautions, Infection, Kolongan Community Health Center.",0,jurnal unsrat
33612,en,2020,156,"This study aims to examine the effects of work discipline, compensation, and motivation on employee performance at PT Mitra Sintera, employing a saturated sampling technique. The research sample comprised 108 respondents. Data were collected using a structured questionnaire. Analytical procedures included tests for validity and reliability, classical assumption verification, multiple linear regression analysis, coefficient of determination assessment, as well as t-tests and F-tests, all conducted using SPSS version 25 software. The coefficient of determination results indicated that the variables of work discipline, compensation, and motivation collectively explain 16.4% of the variance in employee performance. Multiple linear regression analysis revealed that work discipline contributes 25.2%, compensation contributes 20.1%, and motivation contributes 19.9% to employee performance. The t-test results demonstrated that each independent variable—work discipline, compensation, and motivation—has a statistically significant partial effect on employee performance. Furthermore, the F-test confirmed that these variables simultaneously exert a significant influence on employee performance. 

Keywords: Work Discipline, Compensation, Motivation, Employee Performance",1,gpt-4.1-mini
38276,en,2018,241,"Initially, the PBB-P2 tax was imposed by the central government. The transfer of UN-P2 authority to the Southeast Minahasa district commenced on January 1, 2014, with the expectation of enhancing Local Revenue (PAD), improving the structure of the Regional Revenue and Expenditure Budget (APBD), and simultaneously advancing public service delivery, accountability, and transparency in the management of PBB-P2. This study aims to examine the processes involved in the collection and recording of PBB-P2 within the Government of Southeast Minahasa District. Employing a descriptive qualitative research design, the investigation sought to understand and analyze the current practices related to PBB-P2 collection and documentation in the region. The findings indicate that the collection efforts face several challenges, including discrepancies between the Taxpayer Notification Name (SPPT) and the actual tax object, the occurrence of duplicate SPPTs, cases where SPPTs exist but the locations of the tax objects are unknown, and a lack of taxpayer awareness regarding timely PBB-P2 payments, particularly among those residing outside the district but possessing tax objects within the area. Furthermore, inconsistencies were identified in the recording of PBB-P2 revenues, manifested as differences between budgeted and realized collections. It is therefore recommended that the Regional Finance Board of Southeast Minahasa conduct comprehensive socialization programs targeting local government officials and community members to enhance understanding and compliance with PBB-P2 collection procedures, thereby fostering punctual tax payments and proactive reporting of tax objects or subjects when issues arise.

Keywords: Collection, accounting records, PBB-P2",1,gpt-4.1-mini
41698,en,2013,202,"The apparel industry presents significant opportunities for profit generation, with batik apparel products representing a notable segment within this sector. These products have secured a substantial share of the market among consumers in Manado, prompting numerous companies to intensify efforts to retain existing customers and attract new ones. A comprehensive understanding of consumer preferences regarding batik apparel purchases is essential for firms aiming to enhance customer satisfaction and increase profitability. This study seeks to (1) identify the most preferred attribute of batik apparel products among consumers and (2) determine the combination of attributes that yields the highest utility in alignment with the ideal consumer preferences for batik apparel. The research population comprises individuals who have previously purchased or intend to purchase batik apparel products, with a sample of 150 respondents selected through convenience sampling. The study’s findings are as follows: (1) analysis via conjoint analysis reveals that among the three attributes examined, price is the most influential factor in consumer decision-making, followed consecutively by design and store attributes; and (2) the optimal attribute combination that maximizes consumer utility consists of hand-written batik designs offered at lower prices through specialty stores. This combination is predominantly favored by consumers in Manado.  
Keywords: consumer preferences",1,gpt-4.1-mini
42647,en,2020,225,"In general, tourism is seen as a sector that can encourage and increase development activities, open new businesses, open jobs and can increase people's income and local indigenous income, if it can be managed and developed to the maximum. Maluku Utara tourism is supported by the potential of natural conditions and cultural relics of the past such as cultural and ancient tourism, natural tourism, and marine tourism that can be developed.Seeing this, it is expected that the government's support and policies to develop facilities and infrastructure in order to attract more tourists visiting the East Halmahera regency, especially on tapalo beach in Gotowasi Village.The implementation of regional development is directed to accelerate the realization of community welfare through improving services, empowerment, and community roles, as well as improving regional competitiveness. The implementation of regional development concerns the affairs of choice in this case the tourism sector, covering government affairs that are manifestly existing and have the potential to improve the welfare of the community in accordance with the conditions, uniqueness, and potential advantages of the region concerned. Community participation in tourism development can benefit and benefit tourism development. The impact of tourism on the economy of the community in Gotowasi Village is quite significant because the presence of Tapalo beach management can improve and help the family economy of gotowasi villagers. Keywords: tourism, tourists, development",0,jurnal unsrat
40806,en,2020,192,"Abstract:  
Micro, Small, and Medium Enterprises (MSMEs) in developing countries are experiencing rapid growth. In Indonesia, MSMEs contribute approximately 60% to the nation’s economic growth, predominantly composed of micro and small-scale businesses, with household production forming a significant subset. Energy, as a critical input in the production process, plays a vital role in the operation and development of these household businesses. This study aims to examine the extent to which production- and energy-related factors—including Monthly Units Produced, Income from Production, Energy Satisfaction, and Motivations for Energy Conservation—individually influence household business development. Employing a quantitative approach with ordinal regression analysis, the research population targets micro enterprises across three regions in North Sulawesi (Minahasa, Tomohon, and Bitung). A sample of 100 respondents engaged in household production was selected for this study. Findings reveal that three of the four variables have a statistically significant impact on household business development, with Monthly Units Produced being the exception. Based on these results, recommendations include enhancing financial management skills, implementing profit estimation techniques, and segregating energy use between household activities and production processes.  

Keywords: production and operations management, energy subsidies availability, household production, micro and small business enterprises",1,gpt-4.1-mini
43584,en,2014,253,"Abstract:  
Organizational climate constitutes a critical determinant in explaining employee motivation, particularly in relation to job satisfaction. However, this aspect frequently receives insufficient attention within both organizational settings and governmental bureaucracies. In response to this gap, the present study investigates the impact of organizational climate on the work motivation of personnel at the Office of the Mayor of Manado. Employing a quantitative research methodology, data were gathered from 37 officers selected via stratified random sampling from a population of 186 civil servants classified by rank within the Regional Secretariat of the Mayor’s Office in Manado City. Data collection involved the administration of questionnaires supplemented by interviews. For hypothesis testing, analytical techniques included simple linear regression and Pearson product-moment correlation. Findings indicate that (1) the regression coefficient of organizational climate on employee work motivation is positive, statistically significant, and meaningful; and (2) the correlation coefficient alongside the coefficient of determination demonstrates a strong and significant relationship between organizational climate and personnel motivation. Consequently, the statistical analysis supports the conclusion that organizational climate exerts a significant positive influence on employee motivation in the Manado Mayor’s Office. Based on these results, it is recommended that enhancements be made across all dimensions of the organizational climate, including task structure, interpersonal relationships, reward and punishment systems, communication processes, human resource development, availability of equipment and facilities, and the overall working environment. Furthermore, a robust commitment from local government leadership is essential to foster an organizational climate conducive to elevating employee motivation in Manado.  

Keywords: Organizational Climate, Work Motivation",1,gpt-4.1-mini
34924,en,2016,291,"This study aimed to investigate the effects of fish silages, specifically bakasang, as an immunostimulant incorporated into the diet of eel (Anguilla marmorata) against infection by Aeromonas hydrophila. A total of 300 elvers, each approximately 10 cm in length, were obtained from the Freshwater Aquaculture Institute (BBAT) Tatelu. These elvers were distributed into four aerated glass aquaria, with an additional aquarium reserved for stock purposes. Prior to the experimental procedures, the eels underwent a two-week acclimation period to facilitate adaptation to the new environmental conditions.

The experimental design consisted of two sequential phases: initially, the eels were fed diets supplemented with varying dosages of bakasang over a six-week period; subsequently, they were exposed to Aeromonas hydrophila through the immersion challenge method. The study employed a completely randomized design (CRD) involving four treatments: A (0 mL/kg diet), B (50 mL/kg diet), C (100 mL/kg diet), and D (150 mL/kg diet). Growth performance was assessed by recording weight and length measurements at the conclusion of the feeding trial, while mortality rates were monitored for ten days following pathogen challenge.

Analysis of variance revealed that eels receiving bakasang at dosages of 50, 100, and 150 mL/kg diet (treatments B, C, and D, respectively) exhibited significantly enhanced resistance to Aeromonas hydrophila compared to the control group (treatment A). No significant differences in resistance were detected among the bakasang-supplemented groups. Regarding growth metrics, treatment B demonstrated the highest absolute growth (1.14 g), followed by treatment D (1.04 g), whereas treatments A and C showed lower growth values of 0.82 g and 0.88 g, respectively. These findings indicate that dietary inclusion of bakasang can effectively promote growth and augment pathogen resistance in eel, thereby functioning as a potent immunostimulant.

**Keywords:** fish silages, immunostimulant, eel, Aeromonas hydrophila, growth",1,gpt-4.1-mini
34658,en,2021,241,"The present study investigates the involvement of family members in beef cattle farming within Makalonsouw Village, East Tondano District, with a specific focus on their roles in accessing information, institutional participation, control mechanisms, decision-making processes, and benefit allocation. Conducted between September and October 2019, this research employed a qualitative survey methodology. Data were collected through structured interviews with family members engaged in cattle breeding, utilizing purposive sampling to select respondents. The Guttman Scale was employed as the measurement instrument to quantify responses for each variable under study.

Findings revealed that access to information through counseling activities was predominantly the responsibility of husbands (100%), with no reported involvement from wives (0%). Similarly, institutional engagement in counseling sessions, held at the Makalonsouw Village office, was exclusively undertaken by husbands (100%), with wives absent from participation (0%). Regarding control functions in cattle maintenance, husbands were solely responsible for cleaning cages (100%) and predominantly involved in cattle bathing activities (96.67%), with children contributing marginally (3.33%). In feeding and watering the cattle, husbands participated 60% of the time, wives 26.67%, and children 13.33%. Decision-making related to purchasing cattle feed was entirely under the husband's authority (100%), while livestock sales decisions were predominantly made by husbands (93.33%) with limited involvement from wives (6.67%). Additionally, purchasing livestock was exclusively managed by husbands (100%).

Overall, the study underscores the pivotal role of the family head in managing and operating beef cattle farming enterprises in Makalonsouw Village, East Tondano District.",1,gpt-4.1-mini
38418,en,2018,198,"The hotel tax constitutes a local tax levied in accordance with Law Number 28 of 2009 concerning local taxes and user charges. The management of regional finances and the procedures for administering regional revenue by the revenue treasurer are governed by Article 89 of the Minister of Home Affairs Regulation Number 59 of 2007. This study aims to evaluate the adequacy of the tax admission system and procedures implemented at the Office of the Manado Regional Tax and Retribution Agency. Employing a descriptive analytical approach, data were collected through field investigations. The findings indicate that the implementation of the hotel tax admission system and procedures at the Manado Regional Tax and Retribution Office aligns with the provisions stipulated in the Minister of Home Affairs Regulation Number 59 of 2007. This conformity encompasses relevant functions, documentation, and the division of roles and responsibilities. Consequently, it is recommended that the Manado Regional Tax and Retribution Agency consider revising the Minister of Home Affairs Regulation or the applicable local government regulations related to the original revenue system and procedures, particularly concerning the hotel tax, to enhance their effectiveness in the forthcoming years.

Keywords: Hotel Tax Reception, Local Tax, Tax Admission System",1,gpt-4.1-mini
